ItemId,PropertyId,Value
FantasyHeroes.Basic.Armor.SpikedArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.SpikedArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.SpikedArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.SpikedArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.SpikedArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.StormBringerArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.StormBringerArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.StormBringerArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.StormBringerArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.StormBringerArmor.boots,Speed,1
Extensions.Epic.Armor.StormcallerArmor.vest,HealthMax,15
Extensions.Epic.Armor.StormcallerArmor.vest,Blocking,3
Extensions.Epic.Armor.StormcallerArmor.vest,Damage,2
Extensions.Epic.Armor.StormcallerArmor.vest,Speed,0.5
Extensions.Epic.Armor.StormcallerArmor.boots,Speed,1
Extensions.Epic.Armor.Strelets.vest,HealthMax,15
Extensions.Epic.Armor.Strelets.vest,Blocking,3
Extensions.Epic.Armor.Strelets.vest,Damage,2
Extensions.Epic.Armor.Strelets.vest,Speed,0.5
Extensions.Epic.Armor.Strelets.boots,Speed,1
Extensions.Epic.Armor.SunlightRobe.vest,HealthMax,15
Extensions.Epic.Armor.SunlightRobe.vest,Blocking,3
Extensions.Epic.Armor.SunlightRobe.vest,Damage,2
Extensions.Epic.Armor.SunlightRobe.vest,Speed,0.5
Extensions.Epic.Armor.SunlightRobe.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampElder.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampElder.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampElder.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampElder.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampElder.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampHealer1.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampHealer1.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampHealer1.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampHealer1.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampHealer1.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampHealer2.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampHealer2.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampHealer2.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampHealer2.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampHealer2.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampMage1.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampMage1.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampMage1.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampMage1.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampMage1.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampMage2.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampMage2.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampMage2.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampMage2.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampMage2.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampShooter1.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampShooter1.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampShooter1.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampShooter1.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampShooter1.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampShooter2.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampShooter2.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampShooter2.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampShooter2.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampShooter2.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampWarrior1.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampWarrior1.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampWarrior1.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampWarrior1.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampWarrior1.boots,Speed,1
FantasyHeroes.SwampLords.Armor.SwampWarrior2.vest,HealthMax,15
FantasyHeroes.SwampLords.Armor.SwampWarrior2.vest,Blocking,3
FantasyHeroes.SwampLords.Armor.SwampWarrior2.vest,Damage,2
FantasyHeroes.SwampLords.Armor.SwampWarrior2.vest,Speed,0.5
FantasyHeroes.SwampLords.Armor.SwampWarrior2.boots,Speed,1
Extensions.Epic.Armor.SweetnessDress.vest,HealthMax,15
Extensions.Epic.Armor.SweetnessDress.vest,Blocking,3
Extensions.Epic.Armor.SweetnessDress.vest,Damage,2
Extensions.Epic.Armor.SweetnessDress.vest,Speed,0.5
Extensions.Epic.Armor.SweetnessDress.boots,Speed,1
Extensions.Epic.Armor.SweetnessDressTypeB.vest,HealthMax,15
Extensions.Epic.Armor.SweetnessDressTypeB.vest,Blocking,3
Extensions.Epic.Armor.SweetnessDressTypeB.vest,Damage,2
Extensions.Epic.Armor.SweetnessDressTypeB.vest,Speed,0.5
Extensions.Epic.Armor.SweetnessDressTypeB.boots,Speed,1
Extensions.Epic.Armor.SweetnessDressTypeC.vest,HealthMax,15
Extensions.Epic.Armor.SweetnessDressTypeC.vest,Blocking,3
Extensions.Epic.Armor.SweetnessDressTypeC.vest,Damage,2
Extensions.Epic.Armor.SweetnessDressTypeC.vest,Speed,0.5
Extensions.Epic.Armor.SweetnessDressTypeC.boots,Speed,1
Extensions.Epic.Armor.TechnomancerArmor.vest,HealthMax,15
Extensions.Epic.Armor.TechnomancerArmor.vest,Blocking,3
Extensions.Epic.Armor.TechnomancerArmor.vest,Damage,2
Extensions.Epic.Armor.TechnomancerArmor.vest,Speed,0.5
Extensions.Epic.Armor.TechnomancerArmor.boots,Speed,1
Extensions.Epic.Armor.TennoHeavyArmor.vest,HealthMax,15
Extensions.Epic.Armor.TennoHeavyArmor.vest,Blocking,3
Extensions.Epic.Armor.TennoHeavyArmor.vest,Damage,2
Extensions.Epic.Armor.TennoHeavyArmor.vest,Speed,0.5
Extensions.Epic.Armor.TennoHeavyArmor.boots,Speed,1
Extensions.Epic.Armor.TerraArmor.vest,HealthMax,15
Extensions.Epic.Armor.TerraArmor.vest,Blocking,3
Extensions.Epic.Armor.TerraArmor.vest,Damage,2
Extensions.Epic.Armor.TerraArmor.vest,Speed,0.5
Extensions.Epic.Armor.TerraArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.ThiefArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.ThiefArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.ThiefArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.ThiefArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.ThiefArmor.boots,Speed,1
Extensions.Epic.Armor.ThunderguardArmor.vest,HealthMax,15
Extensions.Epic.Armor.ThunderguardArmor.vest,Blocking,3
Extensions.Epic.Armor.ThunderguardArmor.vest,Damage,2
Extensions.Epic.Armor.ThunderguardArmor.vest,Speed,0.5
Extensions.Epic.Armor.ThunderguardArmor.boots,Speed,1
UndeadHeroes.Furry.Armor.TribalLoincloth.vest,HealthMax,15
UndeadHeroes.Furry.Armor.TribalLoincloth.vest,Blocking,3
UndeadHeroes.Furry.Armor.TribalLoincloth.vest,Damage,2
UndeadHeroes.Furry.Armor.TribalLoincloth.vest,Speed,0.5
UndeadHeroes.Furry.Armor.TribalLoincloth.boots,Speed,1
Extensions.Epic.Armor.UncleSamOutfit.vest,HealthMax,15
Extensions.Epic.Armor.UncleSamOutfit.vest,Blocking,3
Extensions.Epic.Armor.UncleSamOutfit.vest,Damage,2
Extensions.Epic.Armor.UncleSamOutfit.vest,Speed,0.5
Extensions.Epic.Armor.UncleSamOutfit.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants1.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants1.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants1.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants1.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants1.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants10.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants10.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants10.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants10.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants10.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants2.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants2.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants2.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants2.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants2.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants3.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants3.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants3.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants3.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants3.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants4.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants4.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants4.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants4.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants4.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants5.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants5.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants5.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants5.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants5.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants6.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants6.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants6.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants6.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants6.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants7.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants7.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants7.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants7.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants7.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants8.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants8.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants8.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants8.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants8.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.Underpants9.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.Underpants9.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.Underpants9.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.Underpants9.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.Underpants9.boots,Speed,1
Extensions.Epic.Armor.ViciousArmor.vest,HealthMax,15
Extensions.Epic.Armor.ViciousArmor.vest,Blocking,3
Extensions.Epic.Armor.ViciousArmor.vest,Damage,2
Extensions.Epic.Armor.ViciousArmor.vest,Speed,0.5
Extensions.Epic.Armor.ViciousArmor.boots,Speed,1
FantasyHeroes.Vikings.Armor.VikingFurArmor.vest,HealthMax,15
FantasyHeroes.Vikings.Armor.VikingFurArmor.vest,Blocking,3
FantasyHeroes.Vikings.Armor.VikingFurArmor.vest,Damage,2
FantasyHeroes.Vikings.Armor.VikingFurArmor.vest,Speed,0.5
FantasyHeroes.Vikings.Armor.VikingFurArmor.boots,Speed,1
FantasyHeroes.Vikings.Armor.VikingLightArmor1.vest,HealthMax,15
FantasyHeroes.Vikings.Armor.VikingLightArmor1.vest,Blocking,3
FantasyHeroes.Vikings.Armor.VikingLightArmor1.vest,Damage,2
FantasyHeroes.Vikings.Armor.VikingLightArmor1.vest,Speed,0.5
FantasyHeroes.Vikings.Armor.VikingLightArmor1.boots,Speed,1
FantasyHeroes.Vikings.Armor.VikingLightArmor2.vest,HealthMax,15
FantasyHeroes.Vikings.Armor.VikingLightArmor2.vest,Blocking,3
FantasyHeroes.Vikings.Armor.VikingLightArmor2.vest,Damage,2
FantasyHeroes.Vikings.Armor.VikingLightArmor2.vest,Speed,0.5
FantasyHeroes.Vikings.Armor.VikingLightArmor2.boots,Speed,1
FantasyHeroes.Vikings.Armor.VikingLightArmor3.vest,HealthMax,15
FantasyHeroes.Vikings.Armor.VikingLightArmor3.vest,Blocking,3
FantasyHeroes.Vikings.Armor.VikingLightArmor3.vest,Damage,2
FantasyHeroes.Vikings.Armor.VikingLightArmor3.vest,Speed,0.5
FantasyHeroes.Vikings.Armor.VikingLightArmor3.boots,Speed,1
FantasyHeroes.Vikings.Armor.VikingRoughArmor1.vest,HealthMax,15
FantasyHeroes.Vikings.Armor.VikingRoughArmor1.vest,Blocking,3
FantasyHeroes.Vikings.Armor.VikingRoughArmor1.vest,Damage,2
FantasyHeroes.Vikings.Armor.VikingRoughArmor1.vest,Speed,0.5
FantasyHeroes.Vikings.Armor.VikingRoughArmor1.boots,Speed,1
FantasyHeroes.Vikings.Armor.VikingRoughArmor2.vest,HealthMax,15
FantasyHeroes.Vikings.Armor.VikingRoughArmor2.vest,Blocking,3
FantasyHeroes.Vikings.Armor.VikingRoughArmor2.vest,Damage,2
FantasyHeroes.Vikings.Armor.VikingRoughArmor2.vest,Speed,0.5
FantasyHeroes.Vikings.Armor.VikingRoughArmor2.boots,Speed,1
FantasyHeroes.Vikings.Armor.VikingRoughArmor3 [Paint].vest,HealthMax,15
FantasyHeroes.Vikings.Armor.VikingRoughArmor3 [Paint].vest,Blocking,3
FantasyHeroes.Vikings.Armor.VikingRoughArmor3 [Paint].vest,Damage,2
FantasyHeroes.Vikings.Armor.VikingRoughArmor3 [Paint].vest,Speed,0.5
FantasyHeroes.Vikings.Armor.VikingRoughArmor3 [Paint].boots,Speed,1
Extensions.Epic.Armor.Vityaz.vest,HealthMax,15
Extensions.Epic.Armor.Vityaz.vest,Blocking,3
Extensions.Epic.Armor.Vityaz.vest,Damage,2
Extensions.Epic.Armor.Vityaz.vest,Speed,0.5
Extensions.Epic.Armor.Vityaz.boots,Speed,1
Extensions.Epic.Armor.Voivode.vest,HealthMax,15
Extensions.Epic.Armor.Voivode.vest,Blocking,3
Extensions.Epic.Armor.Voivode.vest,Damage,2
Extensions.Epic.Armor.Voivode.vest,Speed,0.5
Extensions.Epic.Armor.Voivode.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.WallKeeperArmor.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.WallKeeperArmor.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.WallKeeperArmor.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.WallKeeperArmor.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.WallKeeperArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.Wanderer.vest,HealthMax,15
FantasyHeroes.Basic.Armor.Wanderer.vest,Blocking,3
FantasyHeroes.Basic.Armor.Wanderer.vest,Damage,2
FantasyHeroes.Basic.Armor.Wanderer.vest,Speed,0.5
FantasyHeroes.Basic.Armor.Wanderer.boots,Speed,1
FantasyHeroes.Basic.Armor.WarlockArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.WarlockArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.WarlockArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.WarlockArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.WarlockArmor.boots,Speed,1
UndeadHeroes.Furry.Armor.WarriorLoincloth.vest,HealthMax,15
UndeadHeroes.Furry.Armor.WarriorLoincloth.vest,Blocking,3
UndeadHeroes.Furry.Armor.WarriorLoincloth.vest,Damage,2
UndeadHeroes.Furry.Armor.WarriorLoincloth.vest,Speed,0.5
UndeadHeroes.Furry.Armor.WarriorLoincloth.boots,Speed,1
FantasyHeroes.Basic.Armor.WaterAdept.vest,HealthMax,15
FantasyHeroes.Basic.Armor.WaterAdept.vest,Blocking,3
FantasyHeroes.Basic.Armor.WaterAdept.vest,Damage,2
FantasyHeroes.Basic.Armor.WaterAdept.vest,Speed,0.5
FantasyHeroes.Basic.Armor.WaterAdept.boots,Speed,1
Extensions.Epic.Armor.WaterElementalArmor.vest,HealthMax,15
Extensions.Epic.Armor.WaterElementalArmor.vest,Blocking,3
Extensions.Epic.Armor.WaterElementalArmor.vest,Damage,2
Extensions.Epic.Armor.WaterElementalArmor.vest,Speed,0.5
Extensions.Epic.Armor.WaterElementalArmor.boots,Speed,1
FantasyHeroes.Basic.Armor.WaterWizardArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.WaterWizardArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.WaterWizardArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.WaterWizardArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.WaterWizardArmor.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.WhiteGuardian.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.WhiteGuardian.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.WhiteGuardian.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.WhiteGuardian.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.WhiteGuardian.boots,Speed,1
Extensions.AbandonedWorkshop.Armor.WhiteKittyRobe.vest,HealthMax,15
Extensions.AbandonedWorkshop.Armor.WhiteKittyRobe.vest,Blocking,3
Extensions.AbandonedWorkshop.Armor.WhiteKittyRobe.vest,Damage,2
Extensions.AbandonedWorkshop.Armor.WhiteKittyRobe.vest,Speed,0.5
Extensions.AbandonedWorkshop.Armor.WhiteKittyRobe.boots,Speed,1
FantasyHeroes.Basic.Armor.WitchArmor.vest,HealthMax,15
FantasyHeroes.Basic.Armor.WitchArmor.vest,Blocking,3
FantasyHeroes.Basic.Armor.WitchArmor.vest,Damage,2
FantasyHeroes.Basic.Armor.WitchArmor.vest,Speed,0.5
FantasyHeroes.Basic.Armor.WitchArmor.boots,Speed,1
Common.Halloween.Armor.WitchCostume.vest,HealthMax,15
Common.Halloween.Armor.WitchCostume.vest,Blocking,3
Common.Halloween.Armor.WitchCostume.vest,Damage,2
Common.Halloween.Armor.WitchCostume.vest,Speed,0.5
Common.Halloween.Armor.WitchCostume.boots,Speed,1
FantasyHeroes.Basic.Armor.WitchHunterArmor [Paint].vest,HealthMax,15
FantasyHeroes.Basic.Armor.WitchHunterArmor [Paint].vest,Blocking,3
FantasyHeroes.Basic.Armor.WitchHunterArmor [Paint].vest,Damage,2
FantasyHeroes.Basic.Armor.WitchHunterArmor [Paint].vest,Speed,0.5
FantasyHeroes.Basic.Armor.WitchHunterArmor [Paint].boots,Speed,1
UndeadHeroes.Zombies.Armor.ZombieClothes1.vest,HealthMax,15
UndeadHeroes.Zombies.Armor.ZombieClothes1.vest,Blocking,3
UndeadHeroes.Zombies.Armor.ZombieClothes1.vest,Damage,2
UndeadHeroes.Zombies.Armor.ZombieClothes1.vest,Speed,0.5
UndeadHeroes.Zombies.Armor.ZombieClothes1.boots,Speed,1
UndeadHeroes.Zombies.Armor.ZombieClothes2.vest,HealthMax,15
UndeadHeroes.Zombies.Armor.ZombieClothes2.vest,Blocking,3
UndeadHeroes.Zombies.Armor.ZombieClothes2.vest,Damage,2
UndeadHeroes.Zombies.Armor.ZombieClothes2.vest,Speed,0.5
UndeadHeroes.Zombies.Armor.ZombieClothes2.boots,Speed,1
UndeadHeroes.Zombies.Armor.ZombieClothes3.vest,HealthMax,15
UndeadHeroes.Zombies.Armor.ZombieClothes3.vest,Blocking,3
UndeadHeroes.Zombies.Armor.ZombieClothes3.vest,Damage,2
UndeadHeroes.Zombies.Armor.ZombieClothes3.vest,Speed,0.5
UndeadHeroes.Zombies.Armor.ZombieClothes3.boots,Speed,1
UndeadHeroes.Zombies.Armor.ZombieClothes4.vest,HealthMax,15
UndeadHeroes.Zombies.Armor.ZombieClothes4.vest,Blocking,3
UndeadHeroes.Zombies.Armor.ZombieClothes4.vest,Damage,2
UndeadHeroes.Zombies.Armor.ZombieClothes4.vest,Speed,0.5
UndeadHeroes.Zombies.Armor.ZombieClothes4.boots,Speed,1
UndeadHeroes.Zombies.Armor.ZombieClothes5.vest,HealthMax,15
UndeadHeroes.Zombies.Armor.ZombieClothes5.vest,Blocking,3
UndeadHeroes.Zombies.Armor.ZombieClothes5.vest,Damage,2
UndeadHeroes.Zombies.Armor.ZombieClothes5.vest,Speed,0.5
UndeadHeroes.Zombies.Armor.ZombieClothes5.boots,Speed,1
FantasyHeroes.Basic.Helmet.AdvancedDipperHat,HealthMax,8
FantasyHeroes.Basic.Helmet.AgileHat,HealthMax,8
FantasyHeroes.Basic.Helmet.AmateurDipperHat,HealthMax,8
FantasyHeroes.Basic.Helmet.AmateurDodgeHat,HealthMax,8
Extensions.Epic.Helmet.AngelicRibbon [FullHair],HealthMax,8
Extensions.AbandonedWorkshop.Helmet.ArcaneHat,HealthMax,8
FantasyHeroes.Basic.Helmet.ArcherHat,HealthMax,8
UndeadHeroes.Zombies.Helmet.Arrows [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.AssassinHood [Paint],HealthMax,8
Extensions.AbandonedWorkshop.Helmet.AsteraHood,HealthMax,8
UndeadHeroes.Zombies.Helmet.Axe [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.BaboonMask,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.BattleguardHelm,HealthMax,8
Extensions.Epic.Helmet.BennuEarpiece [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.BerserkHelm,HealthMax,8
FantasyHeroes.Basic.Helmet.BishopHat [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.BlacksmithHeadband,HealthMax,8
Extensions.Epic.Helmet.BlazewingHelmet,HealthMax,8
Extensions.Epic.Helmet.BlessedHalo [FullHair],HealthMax,8
Extensions.Epic.Helmet.BloodiedSpiritHelmet,HealthMax,8
Extensions.Style.Helmet.Blossom [Paint] [FullHair],HealthMax,8
Extensions.AbandonedWorkshop.Helmet.BootlegHat,HealthMax,8
FantasyHeroes.Basic.Helmet.BowmanHat [Paint],HealthMax,8
UndeadHeroes.Zombies.Helmet.Brainz [Paint] [FullHair],HealthMax,8
Extensions.Style.Helmet.BunnyEarsA1 [Paint] [FullHair],HealthMax,8
Extensions.Style.Helmet.BunnyEarsA2 [Paint] [FullHair],HealthMax,8
Extensions.Style.Helmet.BunnyEarsB1 [Paint] [FullHair],HealthMax,8
Extensions.Style.Helmet.BunnyEarsB2 [Paint] [FullHair],HealthMax,8
Extensions.Style.Helmet.BunnyPin [Paint] [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.CardinalHat [Paint],HealthMax,8
Extensions.Epic.Helmet.CataclysmHelmet,HealthMax,8
FantasyHeroes.Basic.Helmet.CataphractHelm [Paint],HealthMax,8
Extensions.Style.Helmet.CatEars [Paint] [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.ChampionHelm,HealthMax,8
Common.Chrismas.Helmet.ChristmasHat [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.ClericHood [Paint],HealthMax,8
FantasyHeroes.Basic.Helmet.ClothHeadband,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.CommanderOrcHelm,HealthMax,8
Extensions.Style.Helmet.Crown [Paint] [FullHair],HealthMax,8
Extensions.Epic.Helmet.CrownOfFortune [FullHair],HealthMax,8
Extensions.Epic.Helmet.CrownOfJerome [FullHair],HealthMax,8
FantasyHeroes.Knights.Helmet.CrusaderHelm [Paint],HealthMax,8
Extensions.AbandonedWorkshop.Helmet.CrystalCrown,HealthMax,8
UndeadHeroes.Zombies.Helmet.Dagger [FullHair],HealthMax,8
Extensions.Epic.Helmet.DarkLordHelmet,HealthMax,8
FantasyHeroes.Thrones.Helmet.DarkMountainHelm [Paint],HealthMax,8
Common.Halloween.Helmet.DeathHood,HealthMax,8
Common.Halloween.Helmet.DeerHorns [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.DeserterBandage [FullHair],HealthMax,8
FantasyHeroes.Basic.Helmet.DestroyerHelm [Paint],HealthMax,8
Extensions.Epic.Helmet.DevotionHat,HealthMax,8
Extensions.Style.Helmet.Diadem [FullHair],HealthMax,8
Extensions.Epic.Helmet.DivinePreciousCrown [FullHair],HealthMax,8
Extensions.AbandonedWorkshop.Helmet.DraconicHelmet,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.DrifterForehead,HealthMax,8
FantasyHeroes.Basic.Helmet.DruidHat [Paint],HealthMax,8
FantasyHeroes.Basic.Helmet.DwellerHood [Paint],HealthMax,8
Extensions.AbandonedWorkshop.Helmet.ElegantArcherHood,HealthMax,8
Extensions.Epic.Helmet.ElementalArcherCrown [FullHair],HealthMax,8
Extensions.Epic.Helmet.ElementalHelmet,HealthMax,8
Extensions.Epic.Helmet.ElementalMageHood,HealthMax,8
Extensions.Epic.Helmet.ElementalMageHood2,HealthMax,8
FantasyHeroes.Knights.Helmet.EliteKnightHelm,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.EliteTowerKeeperHelm,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.EnchantedScarletHelm,HealthMax,8
FantasyHeroes.Basic.Helmet.EnforcedHelm [Paint],HealthMax,8
FantasyHeroes.Basic.Helmet.ExpertBowmanHat,HealthMax,8
FantasyHeroes.Basic.Helmet.ExpertHunterHat,HealthMax,8
Extensions.Epic.Helmet.EyeguardOfTorment [FullHair],HealthMax,8
FantasyHeroes.Knights.Helmet.FalconIronHelm,HealthMax,8
Extensions.Epic.Helmet.FallenlordMask,HealthMax,8
FantasyHeroes.Basic.Helmet.FireAdeptHood,HealthMax,8
Extensions.Epic.Helmet.FireBeastHelmet,HealthMax,8
FantasyHeroes.Basic.Helmet.FireWizardHood,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.FlameSalamanderHelm,HealthMax,8
Extensions.Epic.Helmet.FlexureHelm,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.ForestKeeperHat,HealthMax,8
Extensions.Epic.Helmet.ForestWhispererHat,HealthMax,8
Extensions.AbandonedWorkshop.Helmet.FrozenMightHat,HealthMax,8
UndeadHeroes.Furry.Helmet.FurryEars1 [Paint],HealthMax,8
UndeadHeroes.Furry.Helmet.FurryEars2 [Paint],HealthMax,8
UndeadHeroes.Furry.Helmet.FurryEars3 [Paint],HealthMax,8
UndeadHeroes.Furry.Helmet.FurryEars4 [Paint],HealthMax,8
Extensions.Epic.Helmet.GearOfInfinity [FullHair],HealthMax,8
Extensions.AbandonedWorkshop.Helmet.GenieTurban,HealthMax,8
FantasyHeroes.Basic.Helmet.GladiatorHelm1,HealthMax,8
FantasyHeroes.Basic.Helmet.GladiatorHelm2,HealthMax,8
